dataset,esn,unit,flight_cycle,datetime,operator,depart_icao,destination_icao,hpc_eff_mod,hpc_flow_mod,tra,t2,t24,t30,t50,p2,p15,p30,nf,nc,epr,ps30,phi,nrf,nrc,bpr,farb,htbleed,nf_dmd,pcnfr_dmd,w31,w32,rul
test_FD001,999118,18,129,7/16/2018 1:42,AXM,VDSV,WMKK,0.0033,0.0003,100,518.67,1562.37,1600.33,1414.605,14.62,21.61,553.25,2388.18,9053.74,1.3,47.63,521.23,2388.12,8136.17,8.4771,0.03,392,2388,100,38.66,23.2892,28.0
test_FD001,999118,18,109,7/13/2018 22:33,AXM,,,-0.002,0.0,100,518.67,1561.5300000000002,1591.08,1401.7,14.62,21.61,552.78,2388.1,9056.66,1.3,47.22,521.51,2388.11,8142.11,8.4136,0.03,392,2388,100,38.81,23.2894,28.0
test_FD001,999118,18,124,7/15/2018 17:39,AXM,WMKK,WBSB,-0.002,0.0004,100,518.67,1561.7900000000002,1591.8,1410.02,14.62,21.61,553.33,2388.15,9050.9,1.3,47.66,520.67,2388.12,8131.94,8.4371,0.03,394,2388,100,38.83,23.1789,28.0
test_FD001,999118,18,61,7/8/2018 19:21,AXM,WMKL,WMKK,0.0009,-0.0003,100,518.67,1561.66,1590.7,1401.17,14.62,21.61,554.69,2387.97,9067.21,1.3,47.35,522.07,2388.0,8144.2,8.406,0.03,391,2388,100,38.9,23.3048,28.0
test_FD001,999118,18,107,7/13/2018 20:38,AXM,WBSB,WMKK,0.0031,0.0004,100,518.67,1561.7900000000002,1582.35,1401.75,14.62,21.61,554.18,2388.03,9066.39,1.3,47.33,521.54,2388.07,8141.93,8.4382,0.03,392,2388,100,38.99,23.3452,28.0
test_FD001,999118,18,32,7/4/2018 21:10,AXM,VYYY,WMKK,0.0024,-0.0004,100,518.67,1561.22,1584.51,1393.84,14.62,21.61,554.19,2388.03,9070.43,1.3,47.48,522.0,2388.04,8148.96,8.3887,0.03,391,2388,100,39.19,23.5198,28.0
test_FD001,999118,18,44,7/6/2018 20:05,AXM,VTSP,WMKK,-0.002,0.0005,100,518.67,1561.5800000000002,1585.19,1399.8,14.62,21.61,554.71,2388.01,9065.81,1.3,47.3,522.68,2388.03,8146.22,8.4485,0.03,392,2388,100,38.99,23.5409,28.0
test_FD001,999118,18,131,7/16/2018 4:25,AXM,WMKK,WBKL,-0.0035,-0.0002,100,518.67,1562.63,1594.24,1408.49,14.62,21.61,554.06,2388.13,9065.96,1.3,47.49,521.33,2388.13,8133.06,8.4389,0.03,394,2388,100,38.74,23.1609,28.0
test_FD001,999118,18,15,7/2/2018 4:07,AXM,WMKK,WMKC,-0.001,0.0004,100,518.67,1561.13,1581.26,1400.05,14.62,21.61,554.18,2388.01,9063.15,1.3,47.12,522.77,2388.04,8147.76,8.4119,0.03,393,2388,100,38.99,23.3762,28.0
test_FD001,999118,18,3,6/30/2018 6:37,AXM,WMKK,WMKA,0.003,-0.0002,100,518.67,1561.47,1579.88,1403.75,14.62,21.6,555.12,2388.0,9065.54,1.3,47.01,522.41,2387.96,8141.15,8.3775,0.03,391,2388,100,39.08,23.4489,28.0
test_FD001,999118,18,8,7/1/2018 2:24,AXM,VTSG,WMKK,0.0011,-0.0003,100,518.67,1561.61,1582.72,1402.36,14.62,21.61,554.11,2387.99,9069.97,1.3,47.18,522.52,2388.02,8146.85,8.4173,0.03,393,2388,100,38.97,23.387,28.0
test_FD001,999118,18,24,7/3/2018 17:57,AXM,WMKK,WBSB,0.0044,0.0003,100,518.67,1561.36,1588.03,1398.53,14.62,21.61,554.54,2388.0,9064.55,1.3,47.12,522.39,2388.04,8141.81,8.4176,0.03,393,2388,100,39.04,23.374,28.0
test_FD001,999118,18,36,7/5/2018 8:21,AXM,WBKW,WMKK,0.0003,-0.0003,100,518.67,1561.5400000000002,1583.05,1403.78,14.62,21.61,554.61,2388.0,9069.23,1.3,47.13,522.2,2388.02,8148.98,8.4285,0.03,392,2388,100,38.97,23.4196,28.0
test_FD001,999118,18,72,7/10/2018 3:33,AXM,,,-0.0031,0.0004,100,518.67,1561.2900000000002,1586.63,1395.22,14.62,21.61,554.53,2388.02,9064.54,1.3,47.44,522.37,2387.99,8150.71,8.3889,0.03,391,2388,100,39.1,23.4094,28.0
test_FD001,999118,18,119,7/15/2018 1:50,AXM,VDSV,WMKK,-0.0021,0.0002,100,518.67,1562.3100000000002,1591.34,1411.915,14.62,21.61,552.84,2388.1,9057.95,1.3,47.57,521.37,2388.13,8136.56,8.4568,0.03,394,2388,100,38.87,23.3851,28.0
test_FD001,999118,18,60,7/8/2018 17:42,AXM,WMKK,WMKL,0.0021,0.0003,100,518.67,1561.7800000000002,1588.3,1401.96,14.62,21.61,554.26,2388.03,9065.26,1.3,47.18,522.25,2388.02,8144.86,8.4174,0.03,394,2388,100,38.93,23.3767,28.0
test_FD001,999118,18,18,7/2/2018 10:18,AXM,VTBD,WMKK,0.0024,0.0004,100,518.67,1561.8000000000002,1589.65,1398.76,14.62,21.61,554.26,2387.96,9067.0,1.3,47.22,521.99,2388.05,8148.86,8.4009,0.03,390,2388,100,39.11,23.3997,28.0
test_FD001,999118,18,20,7/2/2018 21:23,AXM,VVNB,WMKK,-0.0015,0.0001,100,518.67,1561.62,1586.67,1404.41,14.62,21.61,554.93,2387.97,9067.33,1.3,47.4,522.39,2388.01,8144.85,8.4087,0.03,392,2388,100,38.95,23.3442,28.0
test_FD001,999118,18,20,7/2/2018 21:23,AXM,VVNB,WMKK,-0.0015,0.0001,100,518.67,1561.62,1586.67,1404.41,14.62,21.61,554.93,2387.97,9067.33,1.3,47.4,522.39,2388.01,8144.85,8.4087,0.03,392,2388,100,38.95,23.3442,28.0
test_FD001,999118,18,101,7/13/2018 9:17,AXM,,,0.0011,-0.0001,100,518.67,1562.35,1590.44,1403.06,14.62,21.61,553.48,2388.04,9059.87,1.3,47.29,521.79,2388.07,8140.71,8.3929,0.03,392,2388,100,38.88,23.1657,28.0
test_FD001,999118,18,2,6/30/2018 3:36,AXM,WBGB,WMKK,-0.0041,-0.0004,100,518.67,1561.96,1576.4,1402.74,14.62,21.61,554.63,2388.04,9059.61,1.3,47.33,522.25,2387.94,8140.42,8.3985,0.03,392,2388,100,39.06,23.3568,28.0
test_FD001,999118,18,106,7/13/2018 19:57,AXM,,,-0.0028,0.0005,100,518.67,1561.45,1587.71,1409.79,14.62,21.61,553.02,2388.06,9060.83,1.3,47.52,521.38,2388.11,8140.68,8.4315,0.03,392,2388,100,38.85,23.241,28.0
test_FD001,999118,18,59,7/8/2018 8:10,AXM,WBGB,WMKK,0.0016,-0.0003,100,518.67,1561.89,1584.65,1402.51,14.62,21.61,554.42,2388.0,9060.17,1.3,47.36,521.67,2388.02,8146.52,8.4482,0.03,393,2388,100,39.07,23.3529,28.0
test_FD001,999118,18,80,7/11/2018 7:03,AXM,,,-0.0016,0.0001,100,518.67,1561.99,1588.98,1404.79,14.62,21.61,552.82,2388.01,9059.12,1.3,47.44,522.63,2388.06,8143.4,8.4146,0.03,392,2388,100,38.9,23.4225,28.0
test_FD001,999118,18,101,7/13/2018 9:17,AXM,,,0.0011,-0.0001,100,518.67,1562.35,1590.44,1403.06,14.62,21.61,553.48,2388.04,9059.87,1.3,47.29,521.79,2388.07,8140.71,8.3929,0.03,392,2388,100,38.88,23.1657,28.0
test_FD001,999118,18,25,7/3/2018 20:50,AXM,WBSB,WMKK,-0.0031,-0.0003,100,518.67,1561.91,1584.97,1403.57,14.62,21.61,555.02,2387.99,9069.51,1.3,47.07,522.05,2388.05,8154.04,8.4065,0.03,392,2388,100,39.11,23.3318,28.0
test_FD001,999118,18,94,7/12/2018 20:30,AXM,WBGG,WMKK,-0.0009,-0.0003,100,518.67,1562.13,1586.17,1411.12,14.62,21.61,553.74,2388.01,9058.65,1.3,47.54,521.81,2388.09,8145.67,8.3938,0.03,393,2388,100,38.94,23.3562,28.0
test_FD001,999118,18,43,7/6/2018 18:12,AXM,WMKK,VTSP,0.0005,0.0003,100,518.67,1561.7900000000002,1590.44,1393.57,14.62,21.61,554.19,2388.02,9068.69,1.3,47.34,522.33,2388.01,8147.73,8.4092,0.03,391,2388,100,39.11,23.4201,28.0
test_FD001,999118,18,69,7/9/2018 20:43,AXM,,,0.0017,0.0002,100,518.67,1561.9,1588.5,1396.95,14.62,21.61,553.94,2387.99,9057.44,1.3,47.25,521.89,2388.04,8142.23,8.3992,0.03,391,2388,100,39.01,23.3145,28.0
test_FD001,999118,18,109,7/13/2018 22:33,AXM,,,-0.002,0.0,100,518.67,1561.5300000000002,1591.08,1401.7,14.62,21.61,552.78,2388.1,9056.66,1.3,47.22,521.51,2388.11,8142.11,8.4136,0.03,392,2388,100,38.81,23.2894,28.0
test_FD001,999118,18,73,7/10/2018 4:12,AXM,WBGR,WMKK,0.0037,0.0002,100,518.67,1562.21,1592.82,1409.57,14.62,21.61,554.82,2388.12,9062.67,1.3,47.22,521.76,2388.0,8140.73,8.3918,0.03,392,2388,100,39.07,23.4153,28.0
test_FD001,999118,18,35,7/5/2018 4:45,AXM,WMKK,WBKW,0.0014,0.0005,100,518.67,1561.72,1578.88,1400.35,14.62,21.61,554.41,2388.04,9068.36,1.3,47.3,522.11,2388.01,8149.98,8.4128,0.03,394,2388,100,38.91,23.3101,28.0
test_FD001,999118,18,120,7/15/2018 3:16,AXM,,,-0.0014,-0.0001,100,518.67,1561.88,1601.29,1404.2,14.62,21.61,552.69,2388.09,9049.3,1.3,47.57,521.74,2388.14,8133.99,8.436,0.03,393,2388,100,38.76,23.3275,28.0
test_FD001,999118,18,94,7/12/2018 20:30,AXM,WBGG,WMKK,-0.0009,-0.0003,100,518.67,1562.13,1586.17,1411.12,14.62,21.61,553.74,2388.01,9058.65,1.3,47.54,521.81,2388.09,8145.67,8.3938,0.03,393,2388,100,38.94,23.3562,28.0
test_FD001,999118,18,48,7/7/2018 4:13,AXM,VTBD,WMKK,-0.0015,0.0002,100,518.67,1561.37,1583.99,1392.61,14.62,21.61,553.88,2387.99,9063.66,1.3,47.35,522.83,2388.01,8148.46,8.4315,0.03,394,2388,100,39.01,23.3557,28.0
test_FD001,999118,18,51,7/7/2018 9:31,AXM,,,-0.0022,0.0001,100,518.67,1561.37,1583.99,1408.2,14.62,21.61,554.46,2387.96,9061.96,1.3,47.36,522.13,2388.02,8149.31,8.4182,0.03,392,2388,100,38.93,23.2808,28.0
test_FD001,999118,18,73,7/10/2018 4:12,AXM,WBGR,WMKK,0.0037,0.0002,100,518.67,1562.21,1592.82,1409.57,14.62,21.61,554.82,2388.12,9062.67,1.3,47.22,521.76,2388.0,8140.73,8.3918,0.03,392,2388,100,39.07,23.4153,28.0
test_FD001,999118,18,90,7/12/2018 6:08,AXM,WMKP,WMKK,-0.002,-0.0002,100,518.67,1561.64,1579.82,1404.78,14.62,21.61,554.02,2388.09,9061.36,1.3,47.39,522.22,2388.02,8149.03,8.4295,0.03,391,2388,100,38.81,23.3095,28.0
test_FD001,999118,18,110,7/14/2018 1:30,AXM,,,-0.005,0.0005,100,518.67,1561.8200000000002,1586.64,1410.02,14.62,21.61,552.79,2388.09,9064.14,1.3,47.36,521.96,2388.05,8134.9,8.4678,0.03,390,2388,100,38.69,23.3172,28.0
test_FD001,999118,18,123,7/15/2018 17:39,AXM,WMKK,WBSB,0.0019,0.0003,100,518.67,1561.85,1591.03,1403.12,14.62,21.61,553.63,2388.16,9057.36,1.3,47.49,520.7,2388.12,8132.04,8.4419,0.03,391,2388,100,38.86,23.2831,28.0
test_FD001,999118,18,68,7/9/2018 17:52,AXM,WMKK,WADL,0.002,-0.0003,100,518.67,1561.69,1586.01,1392.93,14.62,21.61,554.02,2388.05,9071.1,1.3,47.41,522.28,2388.02,8144.8,8.4248,0.03,392,2388,100,39.06,23.3743,28.0
test_FD001,999118,18,54,7/7/2018 23:32,AXM,WMKK,WMKL,-0.0019,0.0,100,518.67,1561.71,1582.4,1396.04,14.62,21.61,554.35,2388.02,9061.72,1.3,47.15,522.21,2388.04,8147.56,8.4325,0.03,392,2388,100,39.03,23.3571,28.0
test_FD001,999118,18,111,7/14/2018 2:10,AXM,WBGS,WMKK,-0.0016,-0.0004,100,518.67,1561.73,1585.89,1400.18,14.62,21.61,553.02,2388.06,9061.18,1.3,47.49,521.57,2388.09,8140.54,8.4576,0.03,392,2388,100,39.1,23.3757,28.0
test_FD001,999118,18,93,7/12/2018 18:17,AXM,WMKK,WBGG,-0.001,-0.0002,100,518.67,1561.85,1576.87,1407.83,14.62,21.61,554.38,2388.04,9062.46,1.3,47.47,521.35,2388.14,8136.83,8.433,0.03,392,2388,100,38.92,23.2679,28.0
test_FD001,999118,18,88,7/12/2018 3:47,AXM,,,-0.0029,0.0002,100,518.67,1561.91,1586.57,1407.56,14.62,21.61,554.5,2388.01,9066.01,1.3,47.52,521.52,2388.07,8136.82,8.4619,0.03,394,2388,100,38.89,23.4066,28.0
test_FD001,999118,18,115,7/14/2018 17:48,AXM,WMKK,WBSB,0.0008,0.0003,100,518.67,1561.7,1589.49,1412.055,14.62,21.61,552.7,2388.06,9062.44,1.3,47.38,522.05,2388.11,8143.59,8.4188,0.03,393,2388,100,38.84,23.4139,28.0
test_FD001,999118,18,89,7/12/2018 5:20,AXM,,,-0.0003,0.0005,100,518.67,1561.96,1578.56,1405.39,14.62,21.61,554.34,2388.06,9060.78,1.3,47.44,521.94,2388.08,8140.05,8.4203,0.03,392,2388,100,38.86,23.4689,28.0
test_FD001,999118,18,107,7/13/2018 20:38,AXM,WBSB,WMKK,0.0031,0.0004,100,518.67,1561.7900000000002,1582.35,1401.75,14.62,21.61,554.18,2388.03,9066.39,1.3,47.33,521.54,2388.07,8141.93,8.4382,0.03,392,2388,100,38.99,23.3452,28.0
test_FD001,999118,18,95,7/12/2018 22:58,AXM,WMKK,WMKL,-0.0023,0.0002,100,518.67,1561.98,1586.43,1397.21,14.62,21.61,553.81,2388.1,9060.19,1.3,47.47,521.88,2388.05,8144.78,8.4414,0.03,393,2388,100,38.89,23.3677,28.0
test_FD001,999118,18,110,7/14/2018 1:30,AXM,,,-0.005,0.0005,100,518.67,1561.8200000000002,1586.64,1410.02,14.62,21.61,552.79,2388.09,9064.14,1.3,47.36,521.96,2388.05,8134.9,8.4678,0.03,390,2388,100,38.69,23.3172,28.0
test_FD001,999118,18,55,7/8/2018 0:59,AXM,WMKL,WMKK,-0.0017,0.0002,100,518.67,1561.41,1591.89,1401.1,14.62,21.61,555.05,2388.0,9059.25,1.3,47.25,522.2,2388.01,8149.84,8.3735,0.03,391,2388,100,38.95,23.3761,28.0
test_FD001,999118,18,117,7/14/2018 20:47,AXM,WBSB,WMKK,-0.0018,-0.0003,100,518.67,1561.8300000000002,1591.96,1410.145,14.62,21.61,553.43,2388.12,9062.13,1.3,47.48,521.19,2388.14,8130.84,8.4407,0.03,394,2388,100,38.97,23.2619,28.0
test_FD001,999118,18,81,7/11/2018 8:00,AXM,WBKK,WMKK,0.0006,-0.0003,100,518.67,1561.94,1586.63,1406.81,14.62,21.61,553.97,2388.03,9064.41,1.3,47.44,521.99,2388.08,8142.35,8.404,0.03,393,2388,100,39.03,23.3265,28.0
test_FD001,999118,18,88,7/12/2018 3:47,AXM,,,-0.0029,0.0002,100,518.67,1561.91,1586.57,1407.56,14.62,21.61,554.5,2388.01,9066.01,1.3,47.52,521.52,2388.07,8136.82,8.4619,0.03,394,2388,100,38.89,23.4066,28.0
test_FD001,999118,18,50,7/7/2018 8:44,AXM,WMKC,WMKK,0.0003,0.0004,100,518.67,1561.3300000000002,1591.78,1402.52,14.62,21.61,554.4,2388.04,9062.47,1.3,47.37,522.36,2388.03,8150.48,8.4071,0.03,391,2388,100,38.88,23.3568,28.0
test_FD001,999118,18,37,7/5/2018 17:30,AXM,WMKK,WBKW,0.0016,-0.0003,100,518.67,1561.18,1583.19,1399.54,14.62,21.61,554.51,2387.99,9072.41,1.3,47.3,521.67,2387.97,8150.58,8.4346,0.03,394,2388,100,38.98,23.4197,28.0
test_FD001,999118,18,85,7/11/2018 20:34,AXM,WBSB,WMKK,-0.002,-0.0004,100,518.67,1561.49,1588.41,1405.12,14.62,21.61,553.91,2388.02,9058.97,1.3,47.22,521.4,2388.09,8144.46,8.4261,0.03,392,2388,100,39.03,23.3518,28.0
test_FD001,999118,18,54,7/7/2018 23:32,AXM,WMKK,WMKL,-0.0019,0.0,100,518.67,1561.71,1582.4,1396.04,14.62,21.61,554.35,2388.02,9061.72,1.3,47.15,522.21,2388.04,8147.56,8.4325,0.03,392,2388,100,39.03,23.3571,28.0
test_FD001,999118,18,76,7/11/2018 0:19,AXM,WMKK,WBGG,-0.0002,0.0002,100,518.67,1562.02,1587.89,1403.56,14.62,21.6,554.32,2388.04,9065.4,1.3,47.34,521.71,2388.07,8146.03,8.4131,0.03,393,2388,100,39.16,23.3387,28.0
test_FD001,999118,18,19,7/2/2018 17:28,AXM,WMKK,VVNB,0.0011,0.0,100,518.67,1561.64,1582.63,1397.6,14.62,21.61,554.1,2387.95,9060.38,1.3,47.33,522.2,2388.02,8150.3,8.4124,0.03,391,2388,100,39.17,23.395,28.0
test_FD001,999118,18,121,7/15/2018 6:24,AXM,,,-0.0019,0.0002,100,518.67,1562.5500000000002,1599.28,1404.92,14.62,21.61,552.98,2388.12,9062.0,1.3,47.62,521.17,2388.12,8138.84,8.4279,0.03,393,2388,100,38.72,23.2914,28.0
test_FD001,999118,18,71,7/10/2018 0:02,AXM,,,0.0001,-0.0002,100,518.67,1561.48,1585.45,1403.62,14.62,21.61,553.0,2388.05,9065.38,1.3,47.17,521.83,2388.02,8137.26,8.4202,0.03,392,2388,100,39.13,23.4049,28.0
test_FD001,999118,18,64,7/9/2018 0:11,AXM,WMKK,VDSR,-0.0006,0.0003,100,518.67,1561.91,1587.16,1401.24,14.62,21.6,553.99,2388.07,9067.9,1.3,47.31,522.14,2388.05,8149.27,8.4102,0.03,392,2388,100,39.0,23.3172,28.0
test_FD001,999118,18,28,7/4/2018 2:09,AXM,VDSV,WMKK,-0.0048,-0.0004,100,518.67,1561.3100000000002,1584.02,1399.7,14.62,21.61,555.81,2388.03,9068.45,1.3,47.27,522.56,2388.01,8147.06,8.4123,0.03,391,2388,100,38.95,23.3691,28.0
test_FD001,999118,18,105,7/13/2018 17:49,AXM,WMKK,WBSB,0.0005,0.0001,100,518.67,1561.36,1594.88,1404.33,14.62,21.61,553.62,2388.07,9062.82,1.3,47.46,521.71,2388.09,8139.11,8.4185,0.03,392,2388,100,38.98,23.2922,28.0
test_FD001,999118,18,10,7/1/2018 8:07,AXM,WBKW,WMKK,-0.0005,-0.0004,100,518.67,1561.44,1582.58,1392.6,14.62,21.61,554.67,2387.97,9062.35,1.3,47.35,522.59,2387.97,8149.55,8.3824,0.03,391,2388,100,38.96,23.4309,28.0
test_FD001,999118,18,108,7/13/2018 20:38,AXM,WBSB,WMKK,0.0027,0.0003,100,518.67,1562.5400000000002,1587.36,1405.28,14.62,21.61,553.53,2388.07,9059.58,1.3,47.47,522.15,2388.09,8139.28,8.4482,0.03,393,2388,100,38.94,23.3053,28.0
test_FD001,999118,18,74,7/10/2018 17:30,AXM,WMKK,WBKW,-0.0009,0.0003,100,518.67,1562.17,1587.15,1400.56,14.62,21.61,554.14,2388.03,9062.2,1.3,47.17,521.99,2388.03,8142.5,8.4322,0.03,392,2388,100,39.0,23.3623,28.0
test_FD001,999118,18,2,6/30/2018 3:36,AXM,WBGB,WMKK,-0.0041,-0.0004,100,518.67,1561.96,1576.4,1402.74,14.62,21.61,554.63,2388.04,9059.61,1.3,47.33,522.25,2387.94,8140.42,8.3985,0.03,392,2388,100,39.06,23.3568,28.0
test_FD001,999118,18,14,7/2/2018 1:32,AXM,WBGG,WMKK,0.0019,0.0002,100,518.67,1561.47,1588.09,1397.03,14.62,21.61,553.81,2387.98,9062.9,1.3,47.34,521.73,2388.03,8146.99,8.399,0.03,392,2388,100,39.0,23.3668,28.0
test_FD001,999118,18,75,7/10/2018 20:56,AXM,WBKW,WMKK,0.0008,0.0001,100,518.67,1561.47,1589.71,1404.05,14.62,21.61,554.34,2388.03,9064.96,1.3,47.34,522.14,2388.04,8147.47,8.4127,0.03,392,2388,100,39.12,23.3711,28.0
test_FD001,999118,18,19,7/2/2018 17:28,AXM,WMKK,VVNB,0.0011,0.0,100,518.67,1561.64,1582.63,1397.6,14.62,21.61,554.1,2387.95,9060.38,1.3,47.33,522.2,2388.02,8150.3,8.4124,0.03,391,2388,100,39.17,23.395,28.0
test_FD001,999118,18,102,7/13/2018 10:01,AXM,WMKC,WMKK,0.0024,0.0002,100,518.67,1561.47,1590.04,1402.94,14.62,21.61,554.37,2388.06,9060.64,1.3,47.41,522.12,2388.03,8144.46,8.4277,0.03,393,2388,100,38.8,23.2808,28.0
test_FD001,999118,18,61,7/8/2018 19:21,AXM,WMKL,WMKK,0.0009,-0.0003,100,518.67,1561.66,1590.7,1401.17,14.62,21.61,554.69,2387.97,9067.21,1.3,47.35,522.07,2388.0,8144.2,8.406,0.03,391,2388,100,38.9,23.3048,28.0
test_FD001,999118,18,37,7/5/2018 17:30,AXM,WMKK,WBKW,0.0016,-0.0003,100,518.67,1561.18,1583.19,1399.54,14.62,21.61,554.51,2387.99,9072.41,1.3,47.3,521.67,2387.97,8150.58,8.4346,0.03,394,2388,100,38.98,23.4197,28.0
test_FD001,999118,18,115,7/14/2018 17:48,AXM,WMKK,WBSB,0.0008,0.0003,100,518.67,1561.7,1589.49,1412.055,14.62,21.61,552.7,2388.06,9062.44,1.3,47.38,522.05,2388.11,8143.59,8.4188,0.03,393,2388,100,38.84,23.4139,28.0
test_FD001,999118,18,49,7/7/2018 7:09,AXM,WMKK,WMKC,-0.0011,0.0003,100,518.67,1561.8300000000002,1583.63,1405.08,14.62,21.61,553.93,2388.04,9069.46,1.3,47.09,521.95,2388.0,8146.95,8.3706,0.03,391,2388,100,38.89,23.3401,28.0
test_FD001,999118,18,95,7/12/2018 22:58,AXM,WMKK,WMKL,-0.0023,0.0002,100,518.67,1561.98,1586.43,1397.21,14.62,21.61,553.81,2388.1,9060.19,1.3,47.47,521.88,2388.05,8144.78,8.4414,0.03,393,2388,100,38.89,23.3677,28.0
test_FD001,999118,18,63,7/8/2018 22:33,AXM,WMKC,WMKK,0.0002,-0.0003,100,518.67,1561.75,1587.04,1397.66,14.62,21.61,553.94,2388.03,9065.27,1.3,47.38,521.77,2388.08,8143.56,8.457,0.03,393,2388,100,38.88,23.3579,28.0
test_FD001,999118,18,23,7/3/2018 17:57,AXM,WMKK,WBSB,-0.0009,0.0,100,518.67,1561.73,1589.86,1394.94,14.62,21.61,554.35,2388.07,9065.3,1.3,47.32,521.95,2387.94,8142.82,8.3811,0.03,391,2388,100,39.06,23.5052,28.0
test_FD001,999118,18,99,7/13/2018 7:46,AXM,,,0.0049,0.0005,100,518.67,1562.35,1591.9,1401.47,14.62,21.61,553.9,2388.08,9068.22,1.3,47.32,522.18,2388.04,8141.84,8.4517,0.03,392,2388,100,38.97,23.2064,28.0
test_FD001,999118,18,91,7/12/2018 7:37,AXM,WMKK,WBGG,0.0002,0.0004,100,518.67,1562.41,1580.09,1404.93,14.62,21.61,553.28,2388.09,9057.49,1.3,47.46,521.76,2388.11,8145.03,8.4387,0.03,393,2388,100,39.03,23.2922,28.0
test_FD001,999118,18,25,7/3/2018 20:50,AXM,WBSB,WMKK,-0.0031,-0.0003,100,518.67,1561.91,1584.97,1403.57,14.62,21.61,555.02,2387.99,9069.51,1.3,47.07,522.05,2388.05,8154.04,8.4065,0.03,392,2388,100,39.11,23.3318,28.0
test_FD001,999118,18,82,7/11/2018 17:47,AXM,WMKK,WBSB,0.0041,0.0003,100,518.67,1561.76,1593.99,1405.67,14.62,21.61,554.51,2388.01,9062.27,1.3,47.39,521.47,2388.06,8138.1,8.4156,0.03,391,2388,100,38.99,23.3616,28.0
test_FD001,999118,18,29,7/4/2018 4:27,AXM,WMKK,WBKL,-0.0003,0.0001,100,518.67,1561.47,1581.64,1396.24,14.62,21.6,554.5,2388.01,9067.86,1.3,47.18,522.13,2388.01,8152.45,8.4234,0.03,390,2388,100,39.09,23.5158,28.0
test_FD001,999118,18,39,7/6/2018 0:14,AXM,WMKK,WBGG,-0.0027,-0.0001,100,518.67,1561.6,1582.15,1393.97,14.62,21.61,553.66,2388.01,9069.3,1.3,47.41,521.99,2388.05,8148.24,8.3944,0.03,392,2388,100,39.08,23.3077,28.0
test_FD001,999118,18,69,7/9/2018 20:43,AXM,,,0.0017,0.0002,100,518.67,1561.9,1588.5,1396.95,14.62,21.61,553.94,2387.99,9057.44,1.3,47.25,521.89,2388.04,8142.23,8.3992,0.03,391,2388,100,39.01,23.3145,28.0
test_FD001,999118,18,99,7/13/2018 7:46,AXM,,,0.0049,0.0005,100,518.67,1562.35,1591.9,1401.47,14.62,21.61,553.9,2388.08,9068.22,1.3,47.32,522.18,2388.04,8141.84,8.4517,0.03,392,2388,100,38.97,23.2064,28.0
test_FD001,999118,18,84,7/11/2018 20:34,AXM,WBSB,WMKK,-0.0009,0.0001,100,518.67,1561.8200000000002,1595.65,1409.31,14.62,21.61,553.76,2388.07,9068.41,1.3,47.12,521.83,2388.04,8141.12,8.4183,0.03,392,2388,100,38.94,23.3371,28.0
test_FD001,999118,18,45,7/6/2018 22:12,AXM,WMKK,WIEE,-0.0012,0.0005,100,518.67,1561.2900000000002,1585.09,1400.81,14.62,21.61,554.66,2388.02,9063.06,1.3,47.27,522.25,2388.09,8145.68,8.3787,0.03,392,2388,100,39.0,23.3538,28.0
test_FD001,999118,18,67,7/9/2018 9:03,AXM,WIII,WMKK,-0.001,-0.0004,100,518.67,1561.89,1586.89,1392.12,14.62,21.61,554.59,2388.04,9063.69,1.3,47.29,522.89,2388.02,8148.24,8.3717,0.03,390,2388,100,38.89,23.3446,28.0
test_FD001,999118,18,13,7/1/2018 23:15,AXM,WMKK,WBGG,0.0025,0.0005,100,518.67,1561.4,1574.08,1399.29,14.62,21.61,554.69,2388.02,9066.98,1.3,47.16,522.57,2388.03,8150.27,8.3716,0.03,391,2388,100,39.22,23.5042,28.0
test_FD001,999118,18,122,7/15/2018 7:06,AXM,WBKL,WMKK,-0.0028,-0.0003,100,518.67,1561.7900000000002,1590.34,1410.255,14.62,21.61,553.18,2388.1,9056.15,1.3,47.5,521.18,2388.11,8135.31,8.4584,0.03,394,2388,100,38.63,23.2116,28.0
test_FD001,999118,18,106,7/13/2018 19:57,AXM,,,-0.0028,0.0005,100,518.67,1561.45,1587.71,1409.79,14.62,21.61,553.02,2388.06,9060.83,1.3,47.52,521.38,2388.11,8140.68,8.4315,0.03,392,2388,100,38.85,23.241,28.0
test_FD001,999118,18,82,7/11/2018 17:47,AXM,WMKK,WBSB,0.0041,0.0003,100,518.67,1561.76,1593.99,1405.67,14.62,21.61,554.51,2388.01,9062.27,1.3,47.39,521.47,2388.06,8138.1,8.4156,0.03,391,2388,100,38.99,23.3616,28.0
test_FD001,999118,18,79,7/11/2018 4:43,AXM,WMKK,WBKK,0.0002,-0.0003,100,518.67,1562.35,1586.75,1398.62,14.62,21.61,554.44,2388.07,9062.44,1.3,47.33,521.87,2388.08,8141.3,8.4379,0.03,393,2388,100,38.89,23.4503,28.0
test_FD001,999118,18,129,7/16/2018 1:42,AXM,VDSV,WMKK,0.0033,0.0003,100,518.67,1562.37,1600.33,1414.605,14.62,21.61,553.25,2388.18,9053.74,1.3,47.63,521.23,2388.12,8136.17,8.4771,0.03,392,2388,100,38.66,23.2892,28.0
